"Journal Name ","Edition","ISSN","Price Group","Volume From","Volume To","Issues Per Volume","Currency","2010 Rate"
"Bereavement Care","RBERHI","0268-2621","Institutional",29,29,3,"EUR",199
"Bereavement Care","RBERHI","0268-2621","Institutional",29,29,3,"GBP - UK",124
"Bereavement Care","RBERHI","0268-2621","Institutional",29,29,3,"USD",248
"Bereavement Care","RBERI","1944-8279","Institutional",29,29,3,"EUR",188
"Bereavement Care","RBERI","1944-8279","Institutional",29,29,3,"GBP - UK",118
"Bereavement Care","RBERI","1944-8279","Institutional",29,29,3,"USD",236
"Bilingual Research Journal","UBRJHI","1523-5882","Institutional",33,33,3,"EUR",168
"Bilingual Research Journal","UBRJHI","1523-5882","Institutional",33,33,3,"GBP - UK",116
"Bilingual Research Journal","UBRJHI","1523-5882","Institutional",33,33,3,"USD",209
"Bilingual Research Journal Online","UBRJI","1523-5890","Institutional",33,33,3,"EUR",159
"Bilingual Research Journal Online","UBRJI","1523-5890","Institutional",33,33,3,"GBP - UK",111
"Bilingual Research Journal Online","UBRJI","1523-5890","Institutional",33,33,3,"USD",199
"Biocontrol Science and Technology","CBSTHI","0958-3157","Institutional",20,20,10,"EUR","2,196.00"
"Biocontrol Science and Technology","CBSTHI","0958-3157","Institutional",20,20,10,"GBP - UK","1,606.00"
"Biocontrol Science and Technology","CBSTHI","0958-3157","Institutional",20,20,10,"USD","2,759.00"
"Biocontrol Science and Technology","CBSTI","1360-0478","Institutional",20,20,10,"EUR","2,087.00"
"Biocontrol Science and Technology","CBSTI","1360-0478","Institutional",20,20,10,"GBP - UK","1,526.00"
"Biocontrol Science and Technology","CBSTI","1360-0478","Institutional",20,20,10,"USD","2,622.00"
"Biodemography and Social Biology","HSBIHI","1948-5565","Institutional",56,56,2,"EUR",118
"Biodemography and Social Biology","HSBIHI","1948-5565","Institutional",56,56,2,"GBP - UK",81
"Biodemography and Social Biology","HSBIHI","1948-5565","Institutional",56,56,2,"USD",147
"Biodemography and Social Biology Online","HSBII","1948-5573","Institutional",56,56,2,"EUR",112
"Biodemography and Social Biology Online","HSBII","1948-5573","Institutional",56,56,2,"GBP - UK",77
"Biodemography and Social Biology Online","HSBII","1948-5573","Institutional",56,56,2,"USD",140
"Biofouling: The Journal of Bioadhesion and Biofilm Research","GBIFHI","0892-7014","Institutional",26,26,8,"EUR","2,587.00"
"Biofouling: The Journal of Bioadhesion and Biofilm Research","GBIFHI","0892-7014","Institutional",26,26,8,"GBP - UK","2,308.00"
"Biofouling: The Journal of Bioadhesion and Biofilm Research","GBIFHI","0892-7014","Institutional",26,26,8,"USD","3,235.00"
"Biofouling: The Journal of Bioadhesion and Biofilm Research","GBIFI","1029-2454","Institutional",26,26,8,"EUR","2,458.00"
"Biofouling: The Journal of Bioadhesion and Biofilm Research","GBIFI","1029-2454","Institutional",26,26,8,"GBP - UK","2,193.00"
"Biofouling: The Journal of Bioadhesion and Biofilm Research","GBIFI","1029-2454","Institutional",26,26,8,"USD","3,073.00"
"Biological Rhythm Research","NBRRHI","0929-1016","Institutional",41,41,6,"EUR",900
"Biological Rhythm Research","NBRRHI","0929-1016","Institutional",41,41,6,"GBP - UK",680
"Biological Rhythm Research","NBRRHI","0929-1016","Institutional",41,41,6,"USD","1,131.00"
"Biological Rhythm Research","NBRRI","1744-4179","Institutional",41,41,6,"EUR",856
"Biological Rhythm Research","NBRRI","1744-4179","Institutional",41,41,6,"GBP - UK",646
"Biological Rhythm Research","NBRRI","1744-4179","Institutional",41,41,6,"USD","1,074.00"
"Bioremediation Journal","BBRMHI","1088-9868","Institutional",14,14,4,"EUR",678
"Bioremediation Journal","BBRMHI","1088-9868","Institutional",14,14,4,"GBP - UK",512
"Bioremediation Journal","BBRMHI","1088-9868","Institutional",14,14,4,"USD",851
"Bioremediation Journal","BBRMI","1547-6529","Institutional",14,14,4,"EUR",644
"Bioremediation Journal","BBRMI","1547-6529","Institutional",14,14,4,"GBP - UK",486
"Bioremediation Journal","BBRMI","1547-6529","Institutional",14,14,4,"USD",808
"Bird Study","TBISHI","0006-3657","Institutional",57,57,4,"EUR",159
"Bird Study","TBISHI","0006-3657","Institutional",57,57,4,"GBP - UK",127
"Bird Study","TBISHI","0006-3657","Institutional",57,57,4,"USD",240
"Bird Study","TBISI","1944-6705","Institutional",57,57,4,"EUR",151
"Bird Study","TBISI","1944-6705","Institutional",57,57,4,"GBP - UK",121
"Bird Study","TBISI","1944-6705","Institutional",57,57,4,"USD",228
"Body,Movement & Dance in Psychotherapy","TBMDHI","1743-2979","Institutional",5,5,3,"EUR",230
"Body,Movement & Dance in Psychotherapy","TBMDHI","1743-2979","Institutional",5,5,3,"GBP - UK",164
"Body,Movement & Dance in Psychotherapy","TBMDHI","1743-2979","Institutional",5,5,3,"USD",288
"Body,Movement & Dance in Psychotherapy","TBMDI","1743-2987","Institutional",5,5,3,"EUR",218
"Body,Movement & Dance in Psychotherapy","TBMDI","1743-2987","Institutional",5,5,3,"GBP - UK",155
"Body,Movement & Dance in Psychotherapy","TBMDI","1743-2987","Institutional",5,5,3,"USD",273
"British Educational Research Journal","CBERHI","0141-1926","Institutional",36,36,6,"EUR","1,774.00"
"British Educational Research Journal","CBERHI","0141-1926","Institutional",36,36,6,"GBP - UK","1,068.00"
"British Educational Research Journal","CBERHI","0141-1926","Institutional",36,36,6,"USD","2,226.00"
"British Educational Research Journal","CBERI","1469-3518","Institutional",36,36,6,"EUR","1,685.00"
"British Educational Research Journal","CBERI","1469-3518","Institutional",36,36,6,"GBP - UK","1,014.00"
"British Educational Research Journal","CBERI","1469-3518","Institutional",36,36,6,"USD","2,115.00"
"British Journal for the History of Philosophy","RBJHHI","0960-8788","Institutional",18,18,5,"EUR",558
"British Journal for the History of Philosophy","RBJHHI","0960-8788","Institutional",18,18,5,"GBP - UK",422
"British Journal for the History of Philosophy","RBJHHI","0960-8788","Institutional",18,18,5,"USD",698
"British Journal for the History of Philosophy","RBJHI","1469-3526","Institutional",18,18,5,"EUR",530
"British Journal for the History of Philosophy","RBJHI","1469-3526","Institutional",18,18,5,"GBP - UK",401
"British Journal for the History of Philosophy","RBJHI","1469-3526","Institutional",18,18,5,"USD",663
"British Journal of Educational Studies","RBJEHI","0007-1005","Institutional",58,58,4,"USD",773
"British Journal of Educational Studies","RBJEHI","0007-1005","Institutional",58,58,4,"GBP - UK",398
"British Journal of Educational Studies","RBJEHI","0007-1005","Institutional",58,58,4,"EUR",478
"British Journal of Educational Studies","RBJEHI","0007-1005","Institutional",58,58,4,"USD - ROW",904
"British Journal of Educational Studies Online","RBJEI","1467-8527","Institutional",58,58,4,"USD",734
"British Journal of Educational Studies Online","RBJEI","1467-8527","Institutional",58,58,4,"GBP - UK",378
"British Journal of Educational Studies Online","RBJEI","1467-8527","Institutional",58,58,4,"EUR",454
"British Journal of Educational Studies Online","RBJEI","1467-8527","Institutional",58,58,4,"USD - ROW",859
"British Journal of Guidance & Counselling","CBJGHI","0306-9885","Institutional",38,38,4,"EUR",567
"British Journal of Guidance & Counselling","CBJGHI","0306-9885","Institutional",38,38,4,"GBP - UK",396
"British Journal of Guidance & Counselling","CBJGHI","0306-9885","Institutional",38,38,4,"USD",712
"British Journal of Guidance & Counselling","CBJGI","1469-3534","Institutional",38,38,4,"EUR",539
"British Journal of Guidance & Counselling","CBJGI","1469-3534","Institutional",38,38,4,"GBP - UK",377
"British Journal of Guidance & Counselling","CBJGI","1469-3534","Institutional",38,38,4,"USD",677
"British Journal of Middle Eastern Studies","CBJMHI","1353-0194","Institutional",37,37,3,"EUR",457
"British Journal of Middle Eastern Studies","CBJMHI","1353-0194","Institutional",37,37,3,"GBP - UK",346
"British Journal of Middle Eastern Studies","CBJMHI","1353-0194","Institutional",37,37,3,"USD",574
"British Journal of Middle Eastern Studies","CBJMI","1469-3542","Institutional",37,37,3,"EUR",435
"British Journal of Middle Eastern Studies","CBJMI","1469-3542","Institutional",37,37,3,"GBP - UK",328
"British Journal of Middle Eastern Studies","CBJMI","1469-3542","Institutional",37,37,3,"USD",545
"British Journal of Religious Education","CBREHI","0141-6200","Institutional",32,32,3,"EUR",266
"British Journal of Religious Education","CBREHI","0141-6200","Institutional",32,32,3,"GBP - UK",202
"British Journal of Religious Education","CBREHI","0141-6200","Institutional",32,32,3,"USD",334
"British Journal of Religious Education","CBREI","1740-7931","Institutional",32,32,3,"EUR",253
"British Journal of Religious Education","CBREI","1740-7931","Institutional",32,32,3,"GBP - UK",191
"British Journal of Religious Education","CBREI","1740-7931","Institutional",32,32,3,"USD",318
"British Journal of Sociology of Education","CBSEHI","0142-5692","Institutional",31,31,6,"EUR","1,867.00"
"British Journal of Sociology of Education","CBSEHI","0142-5692","Institutional",31,31,6,"GBP - UK","1,275.00"
"British Journal of Sociology of Education","CBSEHI","0142-5692","Institutional",31,31,6,"USD","2,345.00"
"British Journal of Sociology of Education","CBSEI","1465-3346","Institutional",31,31,6,"EUR","1,774.00"
"British Journal of Sociology of Education","CBSEI","1465-3346","Institutional",31,31,6,"GBP - UK","1,211.00"
"British Journal of Sociology of Education","CBSEI","1465-3346","Institutional",31,31,6,"USD","2,228.00"
"British Poultry Science Pack incorporating British Poultry Abstracts","CBPPPHI","9999-X001","Institutional",51,51,7,"USD",428
"British Poultry Science Pack incorporating British Poultry Abstracts","CBPPPHI","9999-X001","Institutional",51,51,7,"GBP - UK",238
"British Poultry Science Pack incorporating British Poultry Abstracts","CBPPPHI","9999-X001","Institutional",51,51,7,"EUR",343
"British Poultry Science Pack incorporating British Poultry Abstracts","CBPPPI","9999-X002","Institutional",51,51,7,"USD",407
"British Poultry Science Pack incorporating British Poultry Abstracts","CBPPPI","9999-X002","Institutional",51,51,7,"GBP - UK",227
"British Poultry Science Pack incorporating British Poultry Abstracts","CBPPPI","9999-X002","Institutional",51,51,7,"EUR",327
"BSHM Bulletin: Journal of the British Society for the History of Mathematics","TBSHI","1749-8341","Institutional",25,25,3,"EUR",181
"BSHM Bulletin: Journal of the British Society for the History of Mathematics","TBSHI","1749-8341","Institutional",25,25,3,"GBP - UK",138
"BSHM Bulletin: Journal of the British Society for the History of Mathematics","TBSHI","1749-8341","Institutional",25,25,3,"USD",227
"BSHM Bulletin: Journal of the British Society for the History of Mathematics","TBSHHI","1749-8430","Institutional",25,25,3,"EUR",190
"BSHM Bulletin: Journal of the British Society for the History of Mathematics","TBSHHI","1749-8430","Institutional",25,25,3,"GBP - UK",145
"BSHM Bulletin: Journal of the British Society for the History of Mathematics","TBSHHI","1749-8430","Institutional",25,25,3,"USD",239
"Building Research & Information","RBRIHI","0961-3218","Institutional",38,38,6,"EUR","1,494.00"
"Building Research & Information","RBRIHI","0961-3218","Institutional",38,38,6,"GBP - UK","1,129.00"
"Building Research & Information","RBRIHI","0961-3218","Institutional",38,38,6,"USD","1,875.00"
"Building Research & Information","RBRII","1466-4321","Institutional",38,38,6,"EUR","1,419.00"
"Building Research & Information","RBRII","1466-4321","Institutional",38,38,6,"GBP - UK","1,072.00"
"Building Research & Information","RBRII","1466-4321","Institutional",38,38,6,"USD","1,781.00"
"Bulletin of Indonesian Economic Studies","CBIEHI","0007-4918","Institutional",46,46,3,"AUD",420
"Bulletin of Indonesian Economic Studies","CBIEHI","0007-4918","Institutional",46,46,3,"EUR",283
"Bulletin of Indonesian Economic Studies","CBIEHI","0007-4918","Institutional",46,46,3,"GBP - UK",217
"Bulletin of Indonesian Economic Studies","CBIEHI","0007-4918","Institutional",46,46,3,"USD",355
"Bulletin of Indonesian Economic Studies","CBIEI","1472-7234","Institutional",46,46,3,"AUD",400
"Bulletin of Indonesian Economic Studies","CBIEI","1472-7234","Institutional",46,46,3,"EUR",268
"Bulletin of Indonesian Economic Studies","CBIEI","1472-7234","Institutional",46,46,3,"GBP - UK",207
"Bulletin of Indonesian Economic Studies","CBIEI","1472-7234","Institutional",46,46,3,"USD",337
"Bulletin of Spanish Studies","CBHSHI","1475-3820","Institutional",87,87,8,"EUR","1,066.00"
"Bulletin of Spanish Studies","CBHSHI","1475-3820","Institutional",87,87,8,"GBP - UK",808
"Bulletin of Spanish Studies","CBHSHI","1475-3820","Institutional",87,87,8,"USD","1,358.00"
"Bulletin of Spanish Studies","CBHSI","1478-3428","Institutional",87,87,8,"EUR","1,013.00"
"Bulletin of Spanish Studies","CBHSI","1478-3428","Institutional",87,87,8,"GBP - UK",768
"Bulletin of Spanish Studies","CBHSI","1478-3428","Institutional",87,87,8,"USD","1,290.00"
"Business History","FBSHHI","0007-6791","Institutional",52,52,7,"EUR",820
"Business History","FBSHHI","0007-6791","Institutional",52,52,7,"GBP - UK",603
"Business History","FBSHHI","0007-6791","Institutional",52,52,7,"USD","1,030.00"
"Business History","FBSHI","1743-7938","Institutional",52,52,7,"EUR",779
"Business History","FBSHI","1743-7938","Institutional",52,52,7,"GBP - UK",573
"Business History","FBSHI","1743-7938","Institutional",52,52,7,"USD",978
"Cambridge Journal of Education","CCJEHI","0305-764X","Institutional",40,40,4,"EUR",792
"Cambridge Journal of Education","CCJEHI","0305-764X","Institutional",40,40,4,"GBP - UK",543
"Cambridge Journal of Education","CCJEHI","0305-764X","Institutional",40,40,4,"USD",995
"Cambridge Journal of Education","CCJEI","1469-3577","Institutional",40,40,4,"EUR",752
"Cambridge Journal of Education","CCJEI","1469-3577","Institutional",40,40,4,"GBP - UK",516
"Cambridge Journal of Education","CCJEI","1469-3577","Institutional",40,40,4,"USD",945
"Cambridge Review of International Affairs","CCAMHI","0955-7571","Institutional",23,23,4,"EUR",437
"Cambridge Review of International Affairs","CCAMHI","0955-7571","Institutional",23,23,4,"GBP - UK",332
"Cambridge Review of International Affairs","CCAMHI","0955-7571","Institutional",23,23,4,"USD",548
"Cambridge Review of International Affairs","CCAMI","1474-449X","Institutional",23,23,4,"EUR",415
"Cambridge Review of International Affairs","CCAMI","1474-449X","Institutional",23,23,4,"GBP - UK",316
"Cambridge Review of International Affairs","CCAMI","1474-449X","Institutional",23,23,4,"USD",521
"Canadian Journal of Math, Science & Technology Education","UCJSI","1492-4051","Institutional",10,10,4,"EUR",205
"Canadian Journal of Math, Science & Technology Education","UCJSI","1492-4051","Institutional",10,10,4,"GBP - UK",157
"Canadian Journal of Math, Science & Technology Education","UCJSI","1492-4051","Institutional",10,10,4,"USD",260
"Canadian Journal of Math, Science & Technology Education","UCJSHI","1492-6156","Institutional",10,10,4,"EUR",218
"Canadian Journal of Math, Science & Technology Education","UCJSHI","1492-6156","Institutional",10,10,4,"GBP - UK",165
"Canadian Journal of Math, Science & Technology Education","UCJSHI","1492-6156","Institutional",10,10,4,"USD",273
"Canadian Journal of Plant Pathology","TCJPHI","0706-0661","Institutional",32,32,4,"USD",300
"Canadian Journal of Plant Pathology","TCJPHI","0706-0661","Institutional",32,32,4,"GBP - UK",182
"Canadian Journal of Plant Pathology","TCJPHI","0706-0661","Institutional",32,32,4,"EUR",240
"Canadian Journal of Plant Pathology Online","TCJPI","1715-2992","Institutional",32,32,4,"USD",285
"Canadian Journal of Plant Pathology Online","TCJPI","1715-2992","Institutional",32,32,4,"GBP - UK",173
"Canadian Journal of Plant Pathology Online","TCJPI","1715-2992","Institutional",32,32,4,"EUR",228
"Capitalism Nature Socialism","RCNSHI","1045-5752","Institutional",21,21,4,"EUR",293
"Capitalism Nature Socialism","RCNSHI","1045-5752","Institutional",21,21,4,"GBP - UK",221
"Capitalism Nature Socialism","RCNSHI","1045-5752","Institutional",21,21,4,"USD",368
"Capitalism Nature Socialism","RCNSI","1548-3290","Institutional",21,21,4,"EUR",278
"Capitalism Nature Socialism","RCNSI","1548-3290","Institutional",21,21,4,"GBP - UK",210
"Capitalism Nature Socialism","RCNSI","1548-3290","Institutional",21,21,4,"USD",350
"Cataloging & Classification Quarterly","WCCQHI","0163-9374","Institutional",48,48,8,"EUR",992
"Cataloging & Classification Quarterly","WCCQHI","0163-9374","Institutional",48,48,8,"GBP - UK",763
"Cataloging & Classification Quarterly","WCCQHI","0163-9374","Institutional",48,48,8,"USD","1,002.00"
"Cataloging & Classification Quarterly","WCCQI","1544-4554","Institutional",48,48,8,"EUR",942
"Cataloging & Classification Quarterly","WCCQI","1544-4554","Institutional",48,48,8,"GBP - UK",725
"Cataloging & Classification Quarterly","WCCQI","1544-4554","Institutional",48,48,8,"USD",952
"Catalysis Reviews","LCTRHI","0161-4940","Institutional",52,52,4,"EUR","1,371.00"
"Catalysis Reviews","LCTRHI","0161-4940","Institutional",52,52,4,"GBP - UK","1,038.00"
"Catalysis Reviews","LCTRHI","0161-4940","Institutional",52,52,4,"USD","1,723.00"
"Catalysis Reviews","LCTRI","1520-5703","Institutional",52,52,4,"EUR","1,303.00"
"Catalysis Reviews","LCTRI","1520-5703","Institutional",52,52,4,"GBP - UK",986
"Catalysis Reviews","LCTRI","1520-5703","Institutional",52,52,4,"USD","1,637.00"
"Celebrity Studies","RCELHI","1939-2397","Institutional",1,1,3,"EUR",268
"Celebrity Studies","RCELHI","1939-2397","Institutional",1,1,3,"GBP - UK",214
"Celebrity Studies","RCELHI","1939-2397","Institutional",1,1,3,"USD",428
"Celebrity Studies Online","RCELI","1939-2400","Institutional",1,1,3,"EUR",254
"Celebrity Studies Online","RCELI","1939-2400","Institutional",1,1,3,"GBP - UK",203
"Celebrity Studies Online","RCELI","1939-2400","Institutional",1,1,3,"USD",406
"Central Asian Survey","CCASHI","0263-4937","Institutional",29,29,4,"EUR",928
"Central Asian Survey","CCASHI","0263-4937","Institutional",29,29,4,"GBP - UK",644
"Central Asian Survey","CCASHI","0263-4937","Institutional",29,29,4,"USD","1,166.00"
"Central Asian Survey","CCASI","1465-3354","Institutional",29,29,4,"EUR",882
"Central Asian Survey","CCASI","1465-3354","Institutional",29,29,4,"GBP - UK",612
"Central Asian Survey","CCASI","1465-3354","Institutional",29,29,4,"USD","1,108.00"
"Changing English: An International Journal of English Teaching","CCENHI","1358-684X","Institutional",17,17,4,"EUR",589
"Changing English: An International Journal of English Teaching","CCENHI","1358-684X","Institutional",17,17,4,"GBP - UK",445
"Changing English: An International Journal of English Teaching","CCENHI","1358-684X","Institutional",17,17,4,"USD",740
"Changing English: An International Journal of English Teaching","CCENI","1469-3585","Institutional",17,17,4,"EUR",560
"Changing English: An International Journal of English Teaching","CCENI","1469-3585","Institutional",17,17,4,"GBP - UK",423
"Changing English: An International Journal of English Teaching","CCENI","1469-3585","Institutional",17,17,4,"USD",703
"Chemical Engineering Communications","GCECHI","0098-6445","Institutional",197,197,12,"EUR","4,353.00"
"Chemical Engineering Communications","GCECHI","0098-6445","Institutional",197,197,12,"GBP - UK","4,213.00"
"Chemical Engineering Communications","GCECHI","0098-6445","Institutional",197,197,12,"USD","5,467.00"
"Chemical Engineering Communications","GCECI","1563-5201","Institutional",197,197,12,"EUR","4,136.00"
"Chemical Engineering Communications","GCECI","1563-5201","Institutional",197,197,12,"GBP - UK","4,002.00"
"Chemical Engineering Communications","GCECI","1563-5201","Institutional",197,197,12,"USD","5,194.00"
"Chemistry and Ecology","GCHEHI","0275-7540","Institutional",26,26,6,"EUR","2,119.00"
"Chemistry and Ecology","GCHEHI","0275-7540","Institutional",26,26,6,"GBP - UK","2,049.00"
"Chemistry and Ecology","GCHEHI","0275-7540","Institutional",26,26,6,"USD","2,661.00"
"Chemistry and Ecology","GCHEI","1029-0370","Institutional",26,26,6,"EUR","2,013.00"
"Chemistry and Ecology","GCHEI","1029-0370","Institutional",26,26,6,"GBP - UK","1,947.00"
"Chemistry and Ecology","GCHEI","1029-0370","Institutional",26,26,6,"USD","2,527.00"
"Child & Family Behavior Therapy","WCFBHI","0731-7107","Institutional",32,32,4,"EUR",851
"Child & Family Behavior Therapy","WCFBHI","0731-7107","Institutional",32,32,4,"GBP - UK",655
"Child & Family Behavior Therapy","WCFBHI","0731-7107","Institutional",32,32,4,"USD",854
"Child & Family Behavior Therapy","WCFBI","1545-228X","Institutional",32,32,4,"EUR",808
"Child & Family Behavior Therapy","WCFBI","1545-228X","Institutional",32,32,4,"GBP - UK",622
"Child & Family Behavior Therapy","WCFBI","1545-228X","Institutional",32,32,4,"USD",811
"Child & Youth Services","WCYSI","1545-2298","Institutional",31,31,4,"EUR",574
"Child & Youth Services","WCYSHI","0145-935X","Institutional",31,31,4,"EUR",604
"Child & Youth Services","WCYSI","1545-2298","Institutional",31,31,4,"GBP - UK",443
"Child & Youth Services","WCYSHI","0145-935X","Institutional",31,31,4,"GBP - UK",466
"Child & Youth Services","WCYSI","1545-2298","Institutional",31,31,4,"USD",580
"Child & Youth Services","WCYSHI","0145-935X","Institutional",31,31,4,"USD",610
"Child Care in Practice","CCCPHI","1357-5279","Institutional",16,16,4,"EUR",226
"Child Care in Practice","CCCPHI","1357-5279","Institutional",16,16,4,"GBP - UK",171
"Child Care in Practice","CCCPHI","1357-5279","Institutional",16,16,4,"USD",284
"Child Care in Practice","CCCPI","1476-489X","Institutional",16,16,4,"EUR",214
"Child Care in Practice","CCCPI","1476-489X","Institutional",16,16,4,"GBP - UK",162
"Child Care in Practice","CCCPI","1476-489X","Institutional",16,16,4,"USD",269
"Child Neuropsychology","NCNYHI","0929-7049","Institutional",16,16,6,"EUR",714
"Child Neuropsychology","NCNYHI","0929-7049","Institutional",16,16,6,"GBP - UK",540
"Child Neuropsychology","NCNYHI","0929-7049","Institutional",16,16,6,"USD",893
"Child Neuropsychology","NCNYI","1744-4136","Institutional",16,16,6,"EUR",679
"Child Neuropsychology","NCNYI","1744-4136","Institutional",16,16,6,"GBP - UK",513
"Child Neuropsychology","NCNYI","1744-4136","Institutional",16,16,6,"USD",849
"Children's Geographies","CCHGI","1473-3277","Institutional",8,8,4,"EUR",465
"Children's Geographies","CCHGI","1473-3277","Institutional",8,8,4,"GBP - UK",347
"Children's Geographies","CCHGI","1473-3277","Institutional",8,8,4,"USD",582
"Children's Geographies","CCHGHI","1473-3285","Institutional",8,8,4,"EUR",489
"Children's Geographies","CCHGHI","1473-3285","Institutional",8,8,4,"GBP - UK",365
"Children's Geographies","CCHGHI","1473-3285","Institutional",8,8,4,"USD",613
"Children's Health Care","HCHCHI","0273-9615","Institutional",39,39,4,"EUR",470
"Children's Health Care","HCHCHI","0273-9615","Institutional",39,39,4,"GBP - UK",352
"Children's Health Care","HCHCHI","0273-9615","Institutional",39,39,4,"USD",590
"Children's Health Care","HCHCI","1532-6888","Institutional",39,39,4,"EUR",446
"Children's Health Care","HCHCI","1532-6888","Institutional",39,39,4,"GBP - UK",334
"Children's Health Care","HCHCI","1532-6888","Institutional",39,39,4,"USD",561
"China Economic Journal","RCEJHI","1753-8963","Institutional",3,3,3,"EUR",500
"China Economic Journal","RCEJHI","1753-8963","Institutional",3,3,3,"GBP - UK",337
"China Economic Journal","RCEJHI","1753-8963","Institutional",3,3,3,"USD",662
"China Economic Journal Online","RCEJI","1753-8971","Institutional",3,3,3,"EUR",417
"China Economic Journal Online","RCEJI","1753-8971","Institutional",3,3,3,"GBP - UK",321
"China Economic Journal Online","RCEJI","1753-8971","Institutional",3,3,3,"USD",628
"China Journal of Social Work","RCSWHI","1752-5098","Institutional",3,3,3,"EUR",300
"China Journal of Social Work","RCSWHI","1752-5098","Institutional",3,3,3,"GBP - UK",194
"China Journal of Social Work","RCSWHI","1752-5098","Institutional",3,3,3,"USD",378
"China Journal of Social Work","RCSWI","1752-5101","Institutional",3,3,3,"EUR",286
"China Journal of Social Work","RCSWI","1752-5101","Institutional",3,3,3,"GBP - UK",184
"China Journal of Social Work","RCSWI","1752-5101","Institutional",3,3,3,"USD",359
"Chinese Journal of Communication","RCJCHI","1754-4750","Institutional",3,3,4,"EUR",321
"Chinese Journal of Communication","RCJCHI","1754-4750","Institutional",3,3,4,"GBP - UK",248
"Chinese Journal of Communication","RCJCHI","1754-4750","Institutional",3,3,4,"USD",496
"Chinese Journal of Communication","RCJCI","1754-4769","Institutional",3,3,4,"EUR",305
"Chinese Journal of Communication","RCJCI","1754-4769","Institutional",3,3,4,"GBP - UK",236
"Chinese Journal of Communication","RCJCI","1754-4769","Institutional",3,3,4,"USD",471
"Christian Higher Education: An International Journal of Research, Theory and Practice.","UCHEHI","1536-3759","Institutional",9,9,5,"EUR",250
"Christian Higher Education: An International Journal of Research, Theory and Practice.","UCHEHI","1536-3759","Institutional",9,9,5,"GBP - UK",189
"Christian Higher Education: An International Journal of Research, Theory and Practice.","UCHEHI","1536-3759","Institutional",9,9,5,"USD",315
"Christian Higher Education: An International Journal of Research, Theory and Practice.","UCHEI","1539-4107","Institutional",9,9,5,"EUR",238
"Christian Higher Education: An International Journal of Research, Theory and Practice.","UCHEI","1539-4107","Institutional",9,9,5,"GBP - UK",180
"Christian Higher Education: An International Journal of Research, Theory and Practice.","UCHEI","1539-4107","Institutional",9,9,5,"USD",299
"Citizenship Studies","CCSTHI","1362-1025","Institutional",14,14,6,"AUD","1,078.00"
"Citizenship Studies","CCSTHI","1362-1025","Institutional",14,14,6,"EUR",647
"Citizenship Studies","CCSTHI","1362-1025","Institutional",14,14,6,"GBP - UK",492
"Citizenship Studies","CCSTHI","1362-1025","Institutional",14,14,6,"USD",812
"Citizenship Studies","CCSTI","1469-3593","Institutional",14,14,6,"AUD","1,025.00"
"Citizenship Studies","CCSTI","1469-3593","Institutional",14,14,6,"EUR",615
"Citizenship Studies","CCSTI","1469-3593","Institutional",14,14,6,"GBP - UK",467
"Citizenship Studies","CCSTI","1469-3593","Institutional",14,14,6,"USD",772
"City: Analysis of Urban Trends,Culture,Theory, Policy, Action","CCITHI","1360-4813","Institutional",14,14,6,"EUR",450
"City: Analysis of Urban Trends,Culture,Theory, Policy, Action","CCITHI","1360-4813","Institutional",14,14,6,"GBP - UK",428
"City: Analysis of Urban Trends,Culture,Theory, Policy, Action","CCITHI","1360-4813","Institutional",14,14,6,"USD",707
"City: Analysis of Urban Trends,Culture,Theory, Policy, Action","CCITI","1470-3629","Institutional",14,14,6,"EUR",428
"City: Analysis of Urban Trends,Culture,Theory, Policy, Action","CCITI","1470-3629","Institutional",14,14,6,"GBP - UK",407
"City: Analysis of Urban Trends,Culture,Theory, Policy, Action","CCITI","1470-3629","Institutional",14,14,6,"USD",671
"Civil Engineering and Environmental Systems","GCEEHI","1028-6608","Institutional",27,27,4,"EUR","1,089.00"
"Civil Engineering and Environmental Systems","GCEEHI","1028-6608","Institutional",27,27,4,"GBP - UK","1,035.00"
"Civil Engineering and Environmental Systems","GCEEHI","1028-6608","Institutional",27,27,4,"USD","1,367.00"
"Civil Engineering and Environmental Systems","GCEEI","1029-0249","Institutional",27,27,4,"EUR","1,034.00"
"Civil Engineering and Environmental Systems","GCEEI","1029-0249","Institutional",27,27,4,"GBP - UK",983
"Civil Engineering and Environmental Systems","GCEEI","1029-0249","Institutional",27,27,4,"USD","1,299.00"
"Civil Wars","FCIVHI","1369-8249","Institutional",12,12,4,"EUR",344
"Civil Wars","FCIVHI","1369-8249","Institutional",12,12,4,"GBP - UK",260
"Civil Wars","FCIVHI","1369-8249","Institutional",12,12,4,"USD",431
"Civil Wars","FCIVI","1743-968X","Institutional",12,12,4,"EUR",326
"Civil Wars","FCIVI","1743-968X","Institutional",12,12,4,"GBP - UK",246
"Civil Wars","FCIVI","1743-968X","Institutional",12,12,4,"USD",409
"Classroom Discourse","RCDIHI","1946-3014","Institutional",1,1,2,"EUR",179
"Classroom Discourse","RCDIHI","1946-3014","Institutional",1,1,2,"GBP - UK",136
"Classroom Discourse","RCDIHI","1946-3014","Institutional",1,1,2,"USD",224
"Classroom Discourse Online","RCDII","1946-3022","Institutional",1,1,2,"EUR",170
"Classroom Discourse Online","RCDII","1946-3022","Institutional",1,1,2,"GBP - UK",129
"Classroom Discourse Online","RCDII","1946-3022","Institutional",1,1,2,"USD",212
