,,,,,,,,,,,,
,"0361-3666","DISA/C","P + E",691,691,691,410,521,803,315,"USD","Dev World"
,"1467-7717","DISA/E","Elec",628,628,628,373,473,730,287,"USD","Dev World"
,"Vol 34, 4 Issues","DISA","Print",628,628,628,373,473,730,287,"USD","Dev World"
"DOTE","DISEASES OF THE ESOPHAGUS",,,,,,,,,,,
,"DOTE",,,,,,,,,,,
,"1120-8694","DOTE/C","P + E",1145,1145,1145,704,894,1380,,,
,"1442-2050","DOTE/E","Elec",1040,1040,1040,640,812,1253,,,
,"Vol 23, 8 Issues","DOTE","Print",1040,1040,1040,640,812,1253,,,
"DDI","DIVERSITY AND DISTRIBUTIONS",,,,,,,,,,,
,"DDI",,,"SEE BIOGEOGRAPHY PACKAGE.",,,,,,,,
,"1366-9516",,,,,,,,,,,
,"1472-4642",,,,,,,,,,,
,"Vol 16, 6 Issues",,,,,,,,,,,
"DAR","DRUG AND ALCOHOL REVIEW",,,,,,,,,,,
,"DAR",,,,,,,,,,,
,"0959-5236","DAR/C","P + E",2182,2182,2182,1214,1746,2182,2329.8,"USD","Australia"
,"1465-3362",,,,,,,,,2118,"USD","New Zealand"
,"Vol 29, 6 Issues","DAR/E","Elec",1983,1983,1983,1103,1587,1983,2117.5,"USD","Australia"
,,,,,,,,,,1925,"USD","New Zealand"
,,"DAR","Print",1983,1983,1983,1103,1587,1983,2117.5,"USD","Australia"
,,,,,,,,,,1925,"USD","New Zealand"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"DDR","DRUG DEVELOPMENT RESEARCH",,,,,,,,,,,
,"DDR",,,,,,,,,,,
,"0272-4391","DDR/C","P + E",6970,7082,7138,3643,4605,7138,,,
,"1098-2299","DDR/E","Elec",6336,6336,6336,3233,4088,6336,,,
,"Vol 71, 8 Issues","DDR","Print",6336,6448,6504,3319,4196,6504,,,
"DTA","DRUG TESTING AND ANALYSIS",,,,,,,,,,,
,"DTA",,,"OPT-IN TITLE",,,,,,,,
,"1942-7603",,,,,,,,,,,
,"1942-7611",,,,,,,,,,,
,"Vol 2, 12 Issues",,,,,,,,,,,
"DYS","DYSLEXIA",,,,,,,,,,,
,"DYS",,,,,,,,,,,
,"1076-9242","DYS/C","P + E",497,497,497,312,321,497,,,
,"1099-0909","DYS/E","Elec",451,451,451,284,291,451,,,
,"Vol 16, 4 Issues","DYS","Print",451,451,451,284,291,451,,,
"E",,,,,"E",,,,,,,
"EIP","EARLY INTERVENTION IN PSYCHIATRY",,,,,,,,,,,
,"EIP",,,,,,,,,,,
,"1751-7885","EIP/C","P + E",249,249,249,131,166,255,280.5,"USD","Australia"
,"1751-7893","EIP/E","Elec",225,225,225,118,150,232,255.2,"USD","Australia"
,"Vol 4, 4 Issues","EIP","Print",225,225,225,118,150,232,255.2,"USD","Australia"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"EMED","EARLY MEDIEVAL EUROPE",,,,,,,,,,,
,"EMED",,,,,,,,,,,
,"0963-9462","EMED/C","P + E",665,665,665,370,471,775,,,
,"1468-0254","EMED/E","Elec",605,605,605,337,428,704,,,
,"Vol 18, 4 Issues","EMED","Print",605,605,605,337,428,704,,,
"ESP","EARTH SURFACE PROCESSES AND LANDFORMS",,,,,,,,,,,
,"ESP",,,,,,,,,,,
,"0197-9337","ESP/C","P + E",4449,4449,4449,2270,2871,4449,,,
,"1096-9837","ESP/E","Elec",4044,4044,4044,2063,2609,4044,,,
,"Vol 35, 15 Issues","ESP","Print",4044,4044,4044,2063,2609,4044,,,
"EQE","EARTHQUAKE ENGINEERING AND STRUCTURAL DYNAMICS",,,,,,,,,,,
,"EQE",,,,,,,,,,,
,"0098-8847","EQE/C","P + E",5902,5902,5902,3011,3809,5902,,,
,"1096-9845","EQE/E","Elec",5365,5365,5365,2737,3462,5365,,,
,"Vol 39, 15 Issues","EQE","Print",5365,5365,5365,2737,3462,5365,,,
"ECHO","ECHOCARDIOGRAPHY",,,,,,,,,,,
,"ECHO",,,,,,,,,,,
,"0742-2822","ECHO/C","P + E",1071,1071,1071,812,1032,1592,,,
,"1540-8175","ECHO/E","Elec",974,974,974,738,938,1446,,,
,"Vol 27, 10 Issues","ECHO","Print",974,974,974,738,938,1446,,,
"ECOG","ECOGRAPHY",,,,,,,,,,,
,"ECOG",,,,,,,,,,,
,"0906-7590","ECOG/C","P + E",530,530,530,314,398,615,,,
,"1600-0587","ECOG/E","Elec",482,482,482,285,362,559,,,
,"Vol 33, 6 Issues","ECOG","Print",482,482,482,285,362,559,,,
"ECO","ECOHYDROLOGY",,,,,,,,,,,
,"ECO",,,"OPT-IN TITLE",,,,,,,,
,"1936-0584",,,,,,,,,,,
,"1936-0592",,,,,,,,,,,
,"Vol 3",,,,,,,,,,,
"EEN","ECOLOGICAL ENTOMOLOGY",,,,,,,,,,,
,"EEN",,,"SEE ENTOMOLOGY PACKAGE.",,,,,,,,
,"0307-6946",,,,,,,,,,,
,"1365-2311",,,,,,,,,,,
,"Vol 35, 6 Issues",,,,,,,,,,,
"EMR","ECOLOGICAL MANAGEMENT & RESTORATION",,,,,,,,,,,
,"EMR",,,,,,,,,,,
,"1442-7001","EMR/C","P + E",384,384,384,238,302,465,343.2,"USD","Australia"
,"1442-8903",,,,,,,,,312,"USD","New Zealand"
,"Vol 11, 3 Issues","EMR/E","Elec",349,349,349,216,274,422,312.4,"USD","Australia"
,,,,,,,,,,284,"USD","New Zealand"
,,"EMR","Print",349,349,349,216,274,422,312.4,"USD","Australia"
,,,,,,,,,,284,"USD","New Zealand"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"ELE","ECOLOGY LETTERS",,,,,,,,,,,
,"ELE",,,,,,,,,,,
,"1461-023X","ELE/C","P + E",2554,2554,2554,1384,1755,2982,,,
,"1461-0248","ELE/E","Elec",2322,2322,2322,1257,1596,2708,,,
,"Vol 13, 12 Issues","ELE","Print",2322,2322,2322,1257,1596,2708,,,
"EFF","ECOLOGY OF FRESHWATER FISH",,,,,,,,,,,
,"EFF",,,,,,,,,,,
,"0906-6691","EFF/C","P + E",848,848,848,506,642,991,,,
,"1600-0633","EFF/E","Elec",771,771,771,459,583,900,,,
,"Vol 19, 4 Issues","EFF","Print",771,771,771,459,583,900,,,
"ECTA","ECONOMETRICA",,,,,,,,,,,
,"ECTA",,,"SEE ECONOMETRICA PACKAGE",,,,,,,,
,"0012-9682",,,,,,,,,,,
,"1468-0262",,,,,,,,,,,
,"Vol 78, 6 Issues",,,,,,,,,,,
"-","ECONOMETRICA PACKAGE",,,,,,,,,,,
,,"MJECTA/C","P + E",650,650,650,400,470,650,60,"USD","Concessionary"
,,"MJECTA/E","Elec",500,500,500,310,360,500,10,"USD","Concessionary"
,"Includes Econometrica & Theoretical Economics & Quantitative Economics. For the list of countries in the Concessionary rate please visit: ",,,,,,,,,,,
,"www.econometricsociety.org/institutionalrates.asp",,,,,,,,,,,
"ECTJ","THE ECONOMETRICS JOURNAL",,,,,,,,,,,
,"ECTJ",,,,,,,,,,,
,"1368-4221","ECTJ","Print",307,307,307,163,208,309,,,
,"1368-423X",,,,,,,,,,,
,"Vol 13, 3 Issues",,,,,,,,,,,
,"Print only. Also available in Economics Package.",,,,,,,,,,,
"ECAF","ECONOMIC AFFAIRS",,,,,,,,,,,
,"ECAF",,,,,,,,,,,
,"0265-0665","ECAF/C","P + E",352,352,352,190,241,411,,,
,"1468-0270","ECAF/E","Elec",320,320,320,172,219,373,,,
,"Vol 30, 3 Issues","ECAF","Print",320,320,320,172,219,373,,,
,"Decreasing from 4 to 3 issues.",,,,,,,,,,,
"ECGE","ECONOMIC GEOGRAPHY",,,,,,,,,,,
,"ECGE",,,,,,,,,,,
,"0013-0095","ECGE/C","P + E",292,292,292,150,188,292,,,
,"1944-8287","ECGE/E","Elec",265,265,265,136,171,265,,,
,"Vol 86, 4 Issues","ECGE","Print",265,265,265,136,171,265,,,
"EHR","ECONOMIC HISTORY REVIEW",,,,,,,,,,,
,"EHR",,,,,,,,,,,
,"0013-0117","EHR/C","P + E",470,470,470,236,300,549,187,"USD","Dev World"
,"1468-0289","EHR/E","Elec",427,427,427,214,272,499,170,"USD","Dev World"
,"Vol 63, 4 Issues","EHR","Print",427,427,427,214,272,499,170,"USD","Dev World"
"ECIN","ECONOMIC INQUIRY",,,,,,,,,,,
,"ECIN",,,,,,,,,,,
,"0095-2583","ECIN/C","P + E",397,397,397,242,308,474,,,
,"1465-7295","ECIN/E","Elec",378,378,378,229,291,449,,,
,"Vol 48, 4 Issues",,,,,,,,,,,
,"Not available in print only.",,,,,,,,,,,
"ECOJ","THE ECONOMIC JOURNAL",,,,,,,,,,,
,"ECOJ",,,"SEE ECONOMICS PACKAGE.",,,,,,,,
,"0013-0133",,,,,,,,,,,
,"1468-0297",,,,,,,,,,,
,"Vol 120, 8 Issues",,,,,,,,,,,
"ECNO","ECONOMIC NOTES",,,,,,,,,,,
,"ECNO",,,,,,,,,,,
,"0391-5026","ECNO/C","P + E",368,368,368,220,279,430,,,
,"1468-0300","ECNO/E","Elec",334,334,334,200,254,391,,,
,"Vol 39, 3 Issues","ECNO","Print",334,334,334,200,254,391,,,
"ECOL","ECONOMIC OUTLOOK",,,,,,,,,,,
,"ECOL",,,,,,,,,,,
,"0140-489X","ECOL/C","P + E",1849,1849,1849,1099,1395,2153,,,
,"1468-0319","ECOL/E","Elec",1747,1747,1747,1038,1318,2035,,,
,"Vol 34, 4 Issues",,,,,,,,,,,
,"Not available in print only.",,,,,,,,,,,
"ECPA","ECONOMIC PAPERS: A JOURNAL OF APPLIED ECONOMICS AND POLICY",,,,,,,,,,,
,"ECPA",,,,,,,,,,,
,"0812-0439","ECPA/C","P + E",137,137,137,70,90,137,150.7,"USD","Australia"
,"1759-3441","ECPA/E","Elec",125,125,125,64,81,125,137.5,"USD","Australia"
,"Vol 29, 4 Issues","ECPA","Print",125,125,125,64,81,125,137.5,"USD","Australia"
,"Australia prices inclusive of GST. Also available in Economic Record + Economic Papers.",,,,,,,,,,,
"ECOP","ECONOMIC POLICY",,,,,,,,,,,
,"ECOP",,,,,,,,,,,
,"0266-4658","ECOP/C","P + E",613,613,613,404,514,792,,,
,"1468-0327","ECOP/E","Elec",557,557,557,368,468,721,,,
,"Vol 25, 4 Issues","ECOP","Print",557,557,557,368,468,721,,,
"ECOR","THE ECONOMIC RECORD",,,,,,,,,,,
,"ECOR",,,"SEE ECONOMIC RECORD + ECONOMIC PAPERS.",,,,,,,,
,"0013-0249",,,,,,,,,,,
,"1475-4932",,,,,,,,,,,
,"Vol 86, 4 Issues",,,,,,,,,,,
"-","ECONOMIC RECORD + ECONOMIC PAPERS",,,,,,,,,,,
,,"MJECOR/C","P + E",291,291,291,226,288,443,382.8,"USD","Australia"
,,,,,,,,,,348,"USD","New Zealand"
,,"MJECOR/E","Elec",264,264,264,205,262,403,347.6,"USD","Australia"
,,,,,,,,,,316,"USD","New Zealand"
,,"MJECOR/P","Print",264,264,264,205,262,403,347.6,"USD","Australia"
,,,,,,,,,,316,"USD","New Zealand"
,"Australia prices inclusive of GST. Includes The Economic Record & Economic Papers: A journal of applied economics and policy.",,,,,,,,,,,
"ECCA","ECONOMICA",,,,,,,,,,,
,"ECCA",,,,,,,,,,,
,"0013-0427","ECCA/C","P + E",447,447,447,258,328,506,,,
,"1468-0335","ECCA/E","Elec",387,387,387,223,283,437,,,
,"Vol 77, 4 Issues","ECCA","Print",406,406,406,235,298,460,,,
"ECPO","ECONOMICS & POLITICS",,,,,,,,,,,
,"ECPO",,,,,,,,,,,
,"0954-1985","ECPO/C","P + E",1011,1011,1011,507,644,1177,,,
,"1468-0343","ECPO/E","Elec",918,918,918,461,585,1070,,,
,"Vol 22, 3 Issues","ECPO","Print",918,918,918,461,585,1070,,,
"ECOT","THE ECONOMICS OF TRANSITION",,,,,,,,,,,
,"ECOT",,,,,,,,,,,
,"0967-0750","ECOT/C","P + E",693,693,693,415,527,812,103,"USD","Dev World"
,"1468-0351","ECOT/E","Elec",629,629,629,377,479,738,94,"USD","Dev World"
,"Vol 18, 4 Issues","ECOT","Print",629,629,629,377,479,738,94,"USD","Dev World"
"-","ECONOMICS PACKAGE",,,,,,,,,,,
,,"MJECOJ/C","P + E",693,693,693,435,552,877,332,"USD","Dev World"
,,,,,,,,,,273,"USD","DW Americas"
,,"MJECOJ/E","Elec",629,629,629,395,501,798,301,"USD","Dev World"
,,,,,,,,,,249,"USD","DW Americas"
,,"MJECOJ/P","Print",629,629,629,395,501,798,301,"USD","Dev World"
,,,,,,,,,,249,"USD","DW Americas"
," Includes The Economic Journal & The Econometrics Journal.",,,,,,,,,,,
"EREV","THE ECUMENICAL REVIEW",,,,,,,,,,,
,"EREV",,,,,,,,,,,
,"0013-0796","EREV/C","P + E",229,229,229,144,183,229,172,"USD","Dev World"
,"1758-6623","EREV/E","Elec",208,208,208,131,166,208,156,"USD","Dev World"
,"Vol 62, 4 Issues","EREV","Print",208,208,208,131,166,208,156,"USD","Dev World"
,"Also available in Ecunemical Review And International Review Of Miss ion.",,,,,,,,,,,
,,,,,,,,,,,,
,"Seminaries","EREV/C","P + E",172,172,172,86,110,172,,,
,,"EREV/E","Elec",156,156,156,78,100,156,,,
,,"EREV","Print",156,156,156,78,100,156,,,
"-","ECUNEMICAL REVIEW AND INTERNATIONAL REVIEW OF MISS ION",,,,,,,,,,,
,,"MJEREV/C","P + E",412,412,412,205,260,412,309,"USD","Dev World"
,,"MJEREV/E","Elec",375,375,375,186,236,375,281,"USD","Dev World"
,,"MJEREV/P","Print",375,375,375,186,236,375,281,"USD","Dev World"
," Includes The Ecumenical Review & International Review of Mission.",,,,,,,,,,,
,,,,,,,,,,,,
,"Seminaries","MJEREV/C","P + E",309,309,309,154,196,309,,,
,,"MJEREV/E","Elec",281,281,281,140,178,281,,,
,,"MJEREV/P","Print",281,281,281,140,178,281,,,
"-","EDUCATIONAL MEASUREMENT PACKAGE",,,,,,,,,,,
,,"MJJEDM/C","P + E",428,428,428,263,334,516,,,
,,"MJJEDM/E","Elec",389,389,389,239,304,468,,,
,,"MJJEDM/P","Print",389,389,389,239,304,468,,,
," Includes Journal of Educational Measurement & Educational Measurement: Issues and Practice.",,,,,,,,,,,
"EMIP","EDUCATIONAL MEASUREMENT: ISSUES AND PRACTICE",,,,,,,,,,,
,"EMIP",,,"SEE EDUCATIONAL MEASUREMENT PACKAGE.",,,,,,,,
,"0731-1745",,,,,,,,,,,
,"1745-3992",,,,,,,,,,,
,"Vol 29, 4 Issues",,,,,,,,,,,
"EPAT","EDUCATIONAL PHILOSOPHY AND THEORY",,,,,,,,,,,
,"EPAT",,,,,,,,,,,
,"0013-1857","EPAT/C","P + E",821,821,821,490,621,958,781,"AUD","Australia"
,"1469-5812",,,,,,,,,710,"AUD","New Zealand"
,"Vol 42, 8 Issues","EPAT/E","Elec",747,747,747,444,564,871,709.5,"AUD","Australia"
,,,,,,,,,,645,"AUD","New Zealand"
,,"EPAT","Print",747,747,747,444,564,871,709.5,"AUD","Australia"
,,,,,,,,,,645,"AUD","New Zealand"
,"Australia prices inclusive of GST. Increasing from 7 to 8 issues.",,,,,,,,,,,
"-","EDUCATIONAL SUPPORT PACKAGE",,,,,,,,,,,
,,"MJBJSP/C","P + E",743,743,743,357,453,866,,,
,,"MJBJSP/E","Elec",675,675,675,324,411,787,,,
,,"MJBJSP/P","Print",675,675,675,324,411,787,,,
," Includes British Journal of Special Education & Support for Learning & Journal of Research in Special Educational Needs.",,,,,,,,,,,
"EDTH","EDUCATIONAL THEORY",,,,,,,,,,,
,"EDTH",,,,,,,,,,,
,"0013-2004","EDTH/C","P + E",200,200,200,171,217,335,,,
,"1741-5446","EDTH/E","Elec",181,181,181,155,197,304,,,
,"Vol 60, 6 Issues","EDTH","Print",181,181,181,155,197,304,,,
,"Increasing from 5 to 6 issues.",,,,,,,,,,,
"EEJ","ELECTRICAL ENGINEERING IN JAPAN",,,,,,,,,,,
,"EEJ",,,,,,,,,,,
,"0424-7760","EEJ/C","P + E",10835,11059,11171,5698,7207,11171,,,
,"1520-6416","EEJ/E","Elec",9849,9849,9849,5025,6354,9849,,,
,"Vol 170-173, 16 Issues","EEJ","Print",9849,10073,10185,5196,6571,10185,,,
"2049","ELECTROANALYSIS",,,,,,,,,,,
,"2049",,"VCH TITLE",,,,,,,,,
,"1040-0397","2049/C","P + E",4620,4620,4620,2357,3679,4620,6380,"SFR","Switzerland"
,"1521-4109","2049/E","Elec",4200,4200,4200,2143,3344,4200,5800,"SFR","Switzerland"
,"Vol 22, 24 Issues","2049","Print",4200,4200,4200,2143,3344,4200,5800,"SFR","Switzerland"
"ECJ","ELECTRONICS & COMMUNICATIONS IN JAPAN",,,,,,,,,,,
,"ECJ",,,,,,,,,,,
,"1942-9533","ECJ/C","P + E",20297,20801,21053,10743,13583,21053,,,
,"1942-9541","ECJ/E","Elec",18452,18452,18452,9414,11904,18452,,,
,"Vol 93, 12 Issues","ECJ","Print",18452,18956,19208,9800,12392,19208,,,
"2027","ELECTROPHORESIS",,,,,,,,,,,
,"2027",,"VCH TITLE",,,,,,,,,
,"0173-0835","2027/C","P + E",5455,5455,5455,2784,4481,5455,6640,"SFR","Switzerland"
,"1522-2683","2027/E","Elec",4959,4959,4959,2531,4073,4959,6036,"SFR","Switzerland"
,"Vol 31, 24 Issues","2027","Print",4959,4959,4959,2531,4073,4959,6036,"SFR","Switzerland"
"2484","EMBO MOLECULAR MEDICINE",,,,,,,,,,,
,"2484",,"VCH TITLE","OPT-IN TITLE",,,,,,,,
,"1757-4676",,,,,,,,,,,
,"1757-4684",,,,,,,,,,,
,"Vol 2",,,,,,,,,,,
"EMM","EMERGENCY MEDICINE AUSTRALASIA",,,,,,,,,,,
,"EMM",,,,,,,,,,,
,"1742-6731","EMM/C","P + E",762,762,762,469,595,917,689.7,"USD","Australia"
,"1442-2026",,,,,,,,,627,"USD","New Zealand"
,"Vol 22, 6 Issues","EMM/E","Elec",692,692,692,426,541,834,627,"USD","Australia"
,,,,,,,,,,570,"USD","New Zealand"
,,"EMM","Print",692,692,692,426,541,834,627,"USD","Australia"
,,,,,,,,,,570,"USD","New Zealand"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"ERT","EMPLOYMENT RELATIONS TODAY",,,,,,,,,,,
,"ERT",,,,,,,,,,,
,"0745-7790","ERT/C","P + E",847,847,871,445,563,871,,,
,"1520-6459","ERT/E","Elec",770,770,770,393,498,770,,,
,"Vol 36-37, 4 Issues","ERT","Print",770,770,794,405,513,794,,,
"ETP","ENDODONTIC TOPICS",,,,,,,,,,,
,"ETP",,,,,,,,,,,
,"1601-1538","ETP/C","P + E",560,560,560,334,424,656,,,
,"1601-1546","ETP/E","Elec",509,509,509,304,385,595,,,
,"Vol 22-23, 2 Issues","ETP","Print",509,509,509,304,385,595,,,
"2129","ENGINEERING IN LIFE SCIENCES",,,,,,,,,,,
,"2129",,"VCH TITLE",,,,,,,,,
,"1618-0240","2129/E","Elec",1225,1225,1225,625,933,1225,1426,"SFR","Switzerland"
,"1618-2863",,,,,,,,,,,
,"Vol 10, 6 Issues",,,,,,,,,,,
,"Not available in print. Merged with Acta Biotechnologica.",,,,,,,,,,,
"EIE","ENGLISH IN EDUCATION",,,,,,,,,,,
,"EIE",,,,,,,,,,,
,"0425-0494","EIE/C","P + E",326,326,326,176,224,345,,,
,"1754-8845","EIE/E","Elec",296,296,296,160,203,314,,,
,"Vol 44, 3 Issues",,,,,,,,,,,
,"Not available in print only.",,,,,,,,,,,
"ENLR","ENGLISH LITERARY RENAISSANCE",,,,,,,,,,,
,"ENLR",,,,,,,,,,,
,"0013-8312","ENLR/C","P + E",229,229,229,136,173,267,,,
,"1475-6757","ENLR/E","Elec",208,208,208,124,158,243,,,
,"Vol 40, 3 Issues","ENLR","Print",208,208,208,124,158,243,,,
"EMT","ENROLLMENT MANAGEMENT REPORT",,,,,,,,,,,
,"EMT",,,,,,,,,,,
,"1094-3757","EMT/C","P + E",2624,2672,2690,1375,2122,2690,,,
,"1945-6263","EMT/E","Elec",2385,2385,2385,1217,1879,2385,,,
,"Vol 13-14, 12 Issues","EMT","Print",2385,2433,2451,1253,1934,2451,,,
"EEA","ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA",,,,,,,,,,,
,"EEA",,,,,,,,,,,
,"0013-8703","EEA/C","P + E",2688,2688,2688,1455,1847,3135,,,
,"1570-7458","EEA/E","Elec",2443,2443,2443,1322,1680,2850,,,
,"Vol 134-137, 12 Issues","EEA","Print",2443,2443,2443,1322,1680,2850,,,
"ENR","ENTOMOLOGICAL RESEARCH",,,,,,,,,,,
,"ENR",,,,,,,,,,,
,"1738-2297","ENR/C","P + E",452,452,452,269,342,526,578.6,"USD","Australia"
,"1748-5967","ENR/E","Elec",393,393,393,233,296,456,501.6,"USD","Australia"
,"Vol 40, 6 Issues","ENR","Print",393,393,393,233,296,456,501.6,"USD","Australia"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"ENS","ENTOMOLOGICAL SCIENCE",,,,,,,,,,,
,"ENS",,,,,,,,,,,
,"1343-8786","ENS/C","P + E",661,661,661,409,520,801,881.1,"USD","Australia"
,"1479-8298","ENS/E","Elec",600,600,600,371,472,728,800.8,"USD","Australia"
,"Vol 13, 4 Issues","ENS","Print",600,600,600,371,472,728,800.8,"USD","Australia"
,"Australia prices inclusive of GST.",,,,,,,,,,,
"-","ENTOMOLOGY PACKAGE",,,,,,,,,,,
,,"MJEEN/C","P + E",1867,1867,1867,1011,1283,2178,,,
,,"MJEEN/E","Elec",1698,1698,1698,918,1166,1980,,,
,,"MJEEN/P","Print",1698,1698,1698,918,1166,1980,,,
," Includes Ecological Entomology & Insect Conservation and Diversity.",,,,,,,,,,,
"ETAP","ENTREPRENEURSHIP THEORY AND PRACTICE",,,,,,,,,,,
,"ETAP",,,,,,,,,,,
,"1042-2587","ETAP/C","P + E",511,511,511,394,500,772,,,
,"1540-6520","ETAP/E","Elec",465,465,465,358,454,701,,,
,"Vol 34, 6 Issues","ETAP","Print",465,465,465,358,454,701,,,
,"ENT TODAY",,,,,,,,,,,
,"ENTT",,,,,,,,,,,
,"1559-4939","ENTT","Print",120,120,120,74,86,120,,,
,"1932-5312",,,,,,,,,,,
,"Vol 5, 12 Issues",,,,,,,,,,,
"EM","ENVIRONMENTAL AND MOLECULAR MUTAGENESIS",,,,,,,,,,,
,"EM",,,,,,,,,,,
,"0893-6692","EM/C","P + E",1271,1397,1460,745,943,1460,,,
,"1098-2280","EM/E","Elec",1156,1156,1156,590,746,1156,,,
,"Vol 51, 9 Issues","EM","Print",1156,1282,1345,686,868,1345,,,
"-","ENVIRONMENTAL ASSESSMENT PACKAGE",,,,,,,,,,,
,,"MJETC/C","P + E",1832,1832,1832,1119,1312,1832,,,
,,"MJETC/E","Elec",1665,1665,1665,1017,1192,1665,,,
,,"MJETC/P","Print",1665,1665,1665,1017,1192,1665,,,
," Includes Environmental Toxicology & Chemistry & Integrated Environmental Assessment and Management.",,,,,,,,,,,
"EMI","ENVIRONMENTAL MICROBIOLOGY",,,,,,,,,,,
,"EMI",,,,,,,,,,,
,"1462-2912","EMI","Print",4217,4217,4217,2283,2900,4921,,,
,"1462-2920",,,,,,,,,,,
,"Vol 12, 12 Issues",,,,,,,,,,,
,"Print only. Also available in Environmental Microbiology Package.",,,,,,,,,,,
"-","ENVIRONMENTAL MICROBIOLOGY PACKAGE",,,,,,,,,,,
,,"MJEMI/C","P + E",4639,4639,4639,2512,3190,5414,,,
,,"MJEMI/E","Elec",4217,4217,4217,2283,2900,4921,,,
," Includes Environmental Microbiology & Environmental Microbiology Reports.",,,,,,,,,,,
"EMI4","ENVIRONMENTAL MICROBIOLOGY REPORTS",,,,,,,,,,,
,"EMI4",,,"SEE ENVIRONMENTAL MICROBIOLOGY PACKAGE.",,,,,,,,
,"1758-2229",,,,,,,,,,,
,"Vol 2, 6 Issues",,,,,,,,,,,
"-","ENVIRONMENTAL PACKAGE",,,,,,,,,,,
,,"MJBSE/C","P + E",4068,4068,4068,2075,2624,4068,,,
,,"MJBSE/P","Print",3698,3698,3698,1886,2385,3698,,,
," Includes Business Strategy and the Environment & Corporate Social Responsibility and Environmental Management & Environmental Policy and Governance &",,,,,,,,,,,
,"Sustainable Development.",,,,,,,,,,,
"EET","ENVIRONMENTAL POLICY AND GOVERNANCE",,,,,,,,,,,
,"EET",,,,,,,,,,,
,"1756-932X","EET/C","P + E",802,802,802,411,518,802,,,
,"1756-9338","EET/E","Elec",729,729,729,373,470,729,,,
,"Vol 20, 6 Issues","EET","Print",729,729,729,373,470,729,,,
,"Also available in Environmental Package.",,,,,,,,,,,
"EP","ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY",,,,,,,,,,,
,"EP",,,,,,,,,,,
,"1944-7442","EP/C","P + E",761,817,845,432,546,845,,,
,"1944-7450","EP/E","Elec",691,691,691,353,446,691,,,
,"Vol 29, 4 Issues","EP","Print",691,747,775,396,500,775,,,
"TQEM","ENVIRONMENTAL QUALITY MANAGEMENT",,,,,,,,,,,
,"TQEM",,,,,,,,,,,
,"1088-1913","TQEM/C","P + E",1106,1106,1130,575,727,1130,,,
,"1520-6483","TQEM/E","Elec",1005,1005,1005,511,647,1005,,,
,"Vol 19-20, 4 Issues","TQEM","Print",1005,1005,1029,523,662,1029,,,
"TOX","ENVIRONMENTAL TOXICOLOGY",,,,,,,,,,,
,"TOX",,,,,,,,,,,
,"1520-4081","TOX/C","P + E",1283,1367,1409,720,909,1409,,,
,"1522-7278","TOX/E","Elec",1166,1166,1166,595,753,1166,,,
,"Vol 25, 6 Issues","TOX","Print",1166,1250,1292,659,834,1292,,,
"ETC","ENVIRONMENTAL TOXICOLOGY & CHEMISTRY",,,,,,,,,,,
,"ETC",,,"SEE ENVIRONMENTAL ASSESSMENT PACKAGE.",,,,,,,,
,"1552-8618",,,,,,,,,,,
,"0730-7268",,,,,,,,,,,
,"Vol 29, 12 Issues",,,,,,,,,,,
,"Previously self published with Allen Press.",,,,,,,,,,,
"ENV","ENVIRONMETRICS",,,,,,,,,,,
,"ENV",,,,,,,,,,,
,"1180-4009","ENV/C","P + E",2172,2172,2172,1108,1403,2172,,,
,"1099-095X","ENV/E","Elec",1974,1974,1974,1007,1275,1974,,,
,"Vol 21, 8 Issues","ENV","Print",1974,1974,1974,1007,1275,1974,,,
"EPI","EPILEPSIA",,,,,,,,,,,
,"EPI",,,,,,,,,,,
,"0013-9580","EPI/C","P + E",1539,1539,1539,1072,1361,2101,,,
,"1528-1167","EPI/E","Elec",1399,1399,1399,974,1237,1909,,,
,"Vol 51, 12 Issues","EPI","Print",1399,1399,1399,974,1237,1909,,,
"EPC","EPILEPSY CURRENTS",,,,,,,,,,,
,"EPC",,,,,,,,,,,
,"1535-7597","EPC/C","P + E",198,198,198,159,203,312,,,
,"1535-7511","EPC/E","Elec",180,180,180,145,184,284,,,
,"Vol 10, 6 Issues","EPC","Print",180,180,180,145,184,284,,,
"EPP","EPPO BULLETIN",,,,,,,,,,,
,"EPP",,,,,,,,,,,
,"0250-8052","EPP/C","P + E",1031,1031,1031,557,708,1200,,,
,"1365-2338","EPP/E","Elec",936,936,936,506,643,1091,,,
,"Vol 40, 3 Issues","EPP","Print",936,936,936,506,643,1091,,,
,"EQUINE VETERINARY EDUCATION ",,,,,,,,,,,
,"EVE",,,,,,,,,,,
,"0957-7734","EVE/C","P + E",502,502,502,306,358,553,,,
,"2042-3292","EVE/E","Elec",456,456,456,278,325,502,,,
,"Vol 22, 12 Issues","EVE","Print",456,456,456,278,325,502,,,
,"EQUINE VETERINARY JOURNAL",,,,,,,,,,,
,"EVJ",,,,,,,,,,,
,"0425-1644","EVJ/C","P + E",589,648,648,359,421,648,,,
